date,Voltage,Current
12/13/2013 12:30:15,3.295254707,0
12/13/2013 12:30:45,3.295416594,0
12/13/2013 12:31:15,3.515970707,2.599924326
12/13/2013 12:31:45,3.567465782,2.599744081
12/13/2013 12:32:15,3.650052071,2.599744081
12/13/2013 12:32:45,3.782190084,2.599744081
12/13/2013 12:33:15,3.96598506,2.599744081
12/13/2013 12:33:32,4.100066662,2.599744081
12/13/2013 12:34:03,4.09941864,1.288695931
12/13/2013 12:34:33,4.099580765,0.774806976
12/13/2013 12:35:03,4.099580765,0.509928703
12/13/2013 12:35:33,4.099580765,0.360089511
12/13/2013 12:36:03,4.099742413,0.269031972
12/13/2013 12:36:33,4.099742413,0.208266839
12/13/2013 12:37:03,4.099742413,0.16589354
12/13/2013 12:37:33,4.099580765,0.135060206
12/13/2013 12:38:03,4.099580765,0.112340897
12/13/2013 12:38:33,4.099742413,0.094670326
12/13/2013 12:39:03,4.099580765,0.08042568
12/13/2013 12:39:04,4.099580765,0.079884745
12/13/2013 12:39:34,4.009383202,0
12/13/2013 12:40:04,3.944447994,0
12/13/2013 12:40:34,3.891657352,0
12/13/2013 12:41:04,3.847773314,0
12/13/2013 12:41:04,3.847773314,-0.000173754
12/13/2013 12:41:34,3.810366631,0
12/13/2013 12:42:04,3.778465748,0
12/13/2013 12:42:35,3.191455126,-2.599550724
12/13/2013 12:43:05,3.1731565,-2.599911213
12/13/2013 12:43:35,3.165545702,-2.599730968
12/13/2013 12:44:05,3.160849571,-2.599550724
12/13/2013 12:44:35,3.157124996,-2.599730968
12/13/2013 12:45:05,3.154048443,-2.599730968
12/13/2013 12:45:35,3.151619434,-2.599730968
12/13/2013 12:46:05,3.149028301,-2.599911213
12/13/2013 12:46:35,3.146761417,-2.599911213
12/13/2013 12:47:05,3.144818068,-2.599550724
12/13/2013 12:47:35,3.143036842,-2.599730968
12/13/2013 12:48:05,3.141093731,-2.599911213
12/13/2013 12:48:35,3.139312267,-2.599730968
12/13/2013 12:49:05,3.137531042,-2.599911213
12/13/2013 12:49:35,3.135911703,-2.599730968
12/13/2013 12:50:05,3.134130478,-2.599911213
12/13/2013 12:50:35,3.132511139,-2.599911213
12/13/2013 12:51:05,3.130729914,-2.599730968
12/13/2013 12:51:35,3.129110575,-2.599730968
12/13/2013 12:52:05,3.127167225,-2.599730968
12/13/2013 12:52:35,3.125224113,-2.599911213
12/13/2013 12:53:05,3.123604774,-2.599911213
12/13/2013 12:53:35,3.121337652,-2.600091696
12/13/2013 12:54:05,3.119394541,-2.599911213
12/13/2013 12:54:35,3.117289305,-2.599730968
12/13/2013 12:55:05,3.115184307,-2.599730968
12/13/2013 12:55:35,3.112917185,-2.599730968
12/13/2013 12:56:05,3.110488176,-2.599911213
12/13/2013 12:56:35,3.108059168,-2.599730968
12/13/2013 12:57:05,3.105630159,-2.599730968
12/13/2013 12:57:35,3.10287714,-2.599730968
12/13/2013 12:58:05,3.100124359,-2.599911213
12/13/2013 12:58:35,3.097209454,-2.599730968
12/13/2013 12:59:05,3.094618559,-2.599550724
12/13/2013 12:59:35,3.091217995,-2.599911213
12/13/2013 13:00:05,3.088141203,-2.599911213
12/13/2013 13:00:35,3.085064411,-2.599730968
12/13/2013 13:01:05,3.081501961,-2.599911213
12/13/2013 13:01:35,3.078101397,-2.599911213
12/13/2013 13:02:05,3.074700594,-2.599730968
12/13/2013 13:02:35,3.070814371,-2.599730968
12/13/2013 13:03:05,3.067089796,-2.599730968
12/13/2013 13:03:35,3.063041449,-2.599911213
12/13/2013 13:04:05,3.058993101,-2.599730968
12/13/2013 13:04:35,3.054782867,-2.599730968
12/13/2013 13:05:05,3.050248623,-2.599911213
12/13/2013 13:05:35,3.045714617,-2.599911213
12/13/2013 13:06:05,3.041018486,-2.599911213
12/13/2013 13:06:35,3.036160469,-2.599730968
12/13/2013 13:07:05,3.031302452,-2.599911213
12/13/2013 13:07:35,3.025796652,-2.599911213
12/13/2013 13:08:05,3.020128965,-2.599911213
12/13/2013 13:08:35,3.013651609,-2.600091696
12/13/2013 13:09:05,3.006364584,-2.599730968
12/13/2013 13:09:35,2.998106003,-2.599911213
12/13/2013 13:10:05,2.988551855,-2.599730968
12/13/2013 13:10:35,2.977378368,-2.599911213
12/13/2013 13:11:05,2.96426177,-2.599730968
12/13/2013 13:11:35,2.94887805,-2.599911213
12/13/2013 13:12:05,2.930903435,-2.60027194
12/13/2013 13:12:35,2.910499573,-2.599911213
12/13/2013 13:13:05,2.886209488,-2.599730968
12/13/2013 13:13:35,2.857547283,-2.599730968
12/13/2013 13:14:05,2.823541164,-2.599911213
12/13/2013 13:14:36,2.782571793,-2.599911213
12/13/2013 13:15:06,2.73253417,-2.599730968
12/13/2013 13:15:36,2.667760611,-2.599911213
12/13/2013 13:16:06,2.57772541,-2.599911213
12/13/2013 13:16:36,2.424050093,-2.599911213
12/13/2013 13:17:06,2.002212286,-2.599911213
12/13/2013 13:17:06,1.999621272,-2.599730968
12/13/2013 13:17:06,2.112327337,-0.000354066
12/13/2013 13:17:36,2.535298824,0
12/13/2013 13:18:06,2.591327906,0
12/13/2013 13:18:36,2.621447563,0
12/13/2013 13:19:06,2.642013311,0
12/13/2013 13:19:36,2.998753786,2.599744081
12/13/2013 13:20:06,3.093485117,2.599744081
12/13/2013 13:20:36,3.158744335,2.599924326
12/13/2013 13:21:06,3.208781958,2.599924326
12/13/2013 13:21:36,3.249427319,2.599924326
12/13/2013 13:22:06,3.283433676,2.600104809
12/13/2013 13:22:36,3.312257767,2.599924326
12/13/2013 13:23:06,3.334118843,2.599744081
12/13/2013 13:23:36,3.347397566,2.600104809
12/13/2013 13:24:06,3.355494261,2.599924326
12/13/2013 13:24:36,3.361809492,2.599744081
12/13/2013 13:25:06,3.367639303,2.600104809
12/13/2013 13:25:36,3.372821093,2.599744081
12/13/2013 13:26:06,3.378488779,2.599924326
12/13/2013 13:26:36,3.384156466,2.599924326
12/13/2013 13:27:06,3.389824152,2.599924326
12/13/2013 13:27:36,3.395329952,2.600104809
12/13/2013 13:28:06,3.400835752,2.599924326
12/13/2013 13:28:36,3.405855656,2.599924326
12/13/2013 13:29:06,3.411037445,2.599924326
12/13/2013 13:29:36,3.415733576,2.600104809
12/13/2013 13:30:06,3.42026782,2.599744081
12/13/2013 13:30:36,3.42463994,2.600104809
12/13/2013 13:31:06,3.429174185,2.600285053
12/13/2013 13:31:36,3.432898521,2.599744081
12/13/2013 13:32:06,3.43646121,2.600104809
12/13/2013 13:32:36,3.440023661,2.600104809
12/13/2013 13:33:06,3.442938566,2.599924326
12/13/2013 13:33:37,3.445691347,2.599744081
12/13/2013 13:34:07,3.448444366,2.600104809
12/13/2013 13:34:37,3.451035261,2.599924326
12/13/2013 13:35:07,3.453302383,2.600104809
12/13/2013 13:35:37,3.455731392,2.600104809
12/13/2013 13:36:07,3.45783639,2.599924326
12/13/2013 13:36:37,3.460103512,2.599924326
12/13/2013 13:37:07,3.462370634,2.599924326
12/13/2013 13:37:37,3.464475632,2.599924326
12/13/2013 13:38:07,3.466742754,2.599924326
12/13/2013 13:38:37,3.469333649,2.600285053
12/13/2013 13:39:07,3.471600771,2.600104809
12/13/2013 13:39:37,3.47435379,2.599924326
12/13/2013 13:40:07,3.477106571,2.600104809
12/13/2013 13:40:37,3.479697466,2.599744081
12/13/2013 13:41:07,3.482774258,2.600104809
12/13/2013 13:41:37,3.485851049,2.599924326
12/13/2013 13:42:07,3.489251614,2.599744081
12/13/2013 13:42:37,3.493138075,2.599744081
12/13/2013 13:43:07,3.497024536,2.599924326
12/13/2013 13:43:37,3.501558542,2.600104809
12/13/2013 13:44:07,3.505930901,2.600104809
12/13/2013 13:44:37,3.510950804,2.599924326
12/13/2013 13:45:07,3.51661849,2.599924326
12/13/2013 13:45:37,3.52293396,2.599924326
12/13/2013 13:46:07,3.529735088,2.599744081
12/13/2013 13:46:37,3.537831783,2.600104809
12/13/2013 13:47:07,3.546900034,2.600104809
12/13/2013 13:47:37,3.556940079,2.599924326
12/13/2013 13:48:07,3.569408894,2.599924326
12/13/2013 13:48:37,3.583821058,2.600104809
12/13/2013 13:49:07,3.60114789,2.600104809
12/13/2013 13:49:37,3.622037411,2.599924326
12/13/2013 13:50:07,3.647461176,2.599924326
12/13/2013 13:50:37,3.679685831,2.600104809
12/13/2013 13:51:07,3.72033143,2.600104809
12/13/2013 13:51:37,3.773931503,2.600104809
12/13/2013 13:52:07,3.847773314,2.599924326
12/13/2013 13:52:37,3.956754923,2.600104809
12/13/2013 13:53:03,4.100066662,2.599744081
12/13/2013 13:53:33,4.099742413,1.59125936
12/13/2013 13:54:03,4.099580765,1.036800146
12/13/2013 13:54:33,4.099742413,0.685913146
12/13/2013 13:55:03,4.099580765,0.46467042
12/13/2013 13:55:33,4.099742413,0.324207425
12/13/2013 13:56:03,4.099580765,0.233330205
12/13/2013 13:56:33,4.099904537,0.173286334
12/13/2013 13:57:03,4.099580765,0.132896453
12/13/2013 13:57:33,4.099742413,0.104767792
12/13/2013 13:58:03,4.099742413,0.084933482
12/13/2013 13:58:12,4.099742413,0.079884745
12/13/2013 13:58:42,4.012460232,0
12/13/2013 13:59:12,3.950763464,0
12/13/2013 13:59:42,3.901859283,0
12/13/2013 14:00:12,3.861699581,0
12/13/2013 14:00:12,3.861699581,-0.000173754
12/13/2013 14:00:42,3.827693462,0
12/13/2013 14:01:12,3.798869371,0
12/13/2013 14:01:42,3.205705166,-2.599730968
12/13/2013 14:02:12,3.187892437,-2.599730968
12/13/2013 14:02:42,3.180767536,-2.599550724
12/13/2013 14:03:12,3.175747395,-2.599550724
12/13/2013 14:03:43,3.171861172,-2.599911213
12/13/2013 14:04:13,3.168622494,-2.599911213
12/13/2013 14:04:43,3.165707588,-2.599730968
12/13/2013 14:05:13,3.162954807,-2.599911213
12/13/2013 14:05:43,3.160525799,-2.599911213
12/13/2013 14:06:13,3.158258677,-2.599730968
12/13/2013 14:06:43,3.15615344,-2.599730968
12/13/2013 14:07:13,3.154048443,-2.599911213
12/13/2013 14:07:43,3.151943207,-2.599911213
12/13/2013 14:08:13,3.150161982,-2.599730968
12/13/2013 14:08:43,3.148380756,-2.599730968
12/13/2013 14:09:13,3.146599293,-2.599730968
12/13/2013 14:09:43,3.144656181,-2.599911213
12/13/2013 14:10:13,3.142874956,-2.599730968
12/13/2013 14:10:43,3.141093731,-2.599730968
12/13/2013 14:11:13,3.139150381,-2.599730968
12/13/2013 14:11:43,3.13720727,-2.599730968
12/13/2013 14:12:13,3.135102034,-2.599911213
12/13/2013 14:12:43,3.133158922,-2.599730968
12/13/2013 14:13:13,3.131053686,-2.599730968
12/13/2013 14:13:43,3.128786564,-2.599730968
12/13/2013 14:14:13,3.126681566,-2.599911213
12/13/2013 14:14:43,3.124252558,-2.599730968
12/13/2013 14:15:13,3.121499538,-2.599730968
12/13/2013 14:15:43,3.118908644,-2.599911213
12/13/2013 14:16:13,3.116317749,-2.599911213
12/13/2013 14:16:43,3.113726854,-2.599911213
12/13/2013 14:17:13,3.110811949,-2.599730968
12/13/2013 14:17:43,3.107897043,-2.599730968
12/13/2013 14:18:13,3.104982376,-2.599550724
12/13/2013 14:18:43,3.101581812,-2.599730968
12/13/2013 14:19:13,3.098343134,-2.599911213
12/13/2013 14:19:43,3.095104456,-2.599730968
12/13/2013 14:20:13,3.091703653,-2.599730968
12/13/2013 14:20:43,3.087979317,-2.599911213
12/13/2013 14:21:13,3.084254742,-2.599911213
12/13/2013 14:21:43,3.080530405,-2.599730968
12/13/2013 14:22:13,3.076482058,-2.599730968
12/13/2013 14:22:43,3.072271585,-2.599730968
12/13/2013 14:23:13,3.067899466,-2.599730968
12/13/2013 14:23:43,3.063689232,-2.599730968
12/13/2013 14:24:13,3.058993101,-2.599730968
12/13/2013 14:24:43,3.054458857,-2.599730968
12/13/2013 14:25:13,3.049438953,-2.599911213
12/13/2013 14:25:43,3.044580936,-2.599730968
12/13/2013 14:26:13,3.039399147,-2.599730968
12/13/2013 14:26:43,3.034055233,-2.599730968
12/13/2013 14:27:13,3.02822566,-2.599550724
12/13/2013 14:27:43,3.022072077,-2.599730968
12/13/2013 14:28:13,3.014947176,-2.599730968
12/13/2013 14:28:43,3.007012367,-2.599911213
12/13/2013 14:29:13,2.997781992,-2.600091696
12/13/2013 14:29:43,2.987094402,-2.599911213
12/13/2013 14:30:13,2.974301577,-2.600091696
12/13/2013 14:30:43,2.959403753,-2.599911213
12/13/2013 14:31:13,2.942076683,-2.599911213
12/13/2013 14:31:43,2.921673059,-2.599911213
12/13/2013 14:32:13,2.897706985,-2.599911213
12/13/2013 14:32:43,2.869854212,-2.599730968
12/13/2013 14:33:13,2.83633399,-2.599730968
12/13/2013 14:33:43,2.796336174,-2.599730968
12/13/2013 14:34:13,2.747270346,-2.599550724
12/13/2013 14:34:43,2.68476367,-2.599730968
12/13/2013 14:35:13,2.599424601,-2.599911213
12/13/2013 14:35:43,2.461133003,-2.599730968
12/13/2013 14:36:13,2.108440876,-2.599730968
12/13/2013 14:36:18,1.999621272,-2.599730968
12/13/2013 14:36:18,2.104554415,-0.00071469
12/13/2013 14:36:49,2.53708005,0
12/13/2013 14:37:19,2.593109131,0
12/13/2013 14:37:49,2.623228788,0
12/13/2013 14:38:19,2.643470526,0
12/13/2013 14:38:49,2.998267889,2.599924326
12/13/2013 14:39:19,3.092837334,2.599744081
12/13/2013 14:39:49,3.157772779,2.599924326
12/13/2013 14:40:19,3.208134174,2.600104809
12/13/2013 14:40:49,3.248617649,2.600104809
12/13/2013 14:41:19,3.282624006,2.599924326
12/13/2013 14:41:49,3.311286211,2.599924326
12/13/2013 14:42:19,3.33347106,2.600104809
12/13/2013 14:42:49,3.346425772,2.599744081
12/13/2013 14:43:19,3.354522467,2.599744081
12/13/2013 14:43:49,3.360999823,2.599924326
12/13/2013 14:44:19,3.36699152,2.600285053
12/13/2013 14:44:49,3.372173309,2.599924326
12/13/2013 14:45:19,3.377840996,2.599924326
12/13/2013 14:45:49,3.383346796,2.599924326
12/13/2013 14:46:19,3.389014482,2.599924326
12/13/2013 14:46:49,3.394682169,2.599924326
12/13/2013 14:47:19,3.400026083,2.599924326
12/13/2013 14:47:49,3.405207872,2.600104809
12/13/2013 14:48:19,3.410227776,2.599924326
12/13/2013 14:48:49,3.414923906,2.599924326
12/13/2013 14:49:19,3.419620037,2.599924326
12/13/2013 14:49:49,3.423992157,2.599924326
